lead_id,lead_need,lead_owner,lead_budget,lead_source,lead_industry,lead_location,lead_authority,lead_companysize,lead_last_contacted,lead_conversion_history,lead_score,Converted,lead_interactions,lead_behavior_score,lead_engagemen_tscore,lead_conversion_outcome,lead_conversion_attempts
26,Standard,AE 4,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-05-15,"Successful, Failed",57,1,10,55,50,1,2
26,Standard,AE 5,High,Outbound,Technology,EMEA,Decision Maker,Enterprise,2023-08-15,Successful,70,1,10,70,70,0,2
26,Urgent,AE 6,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-08-01,Failed,80,1,12,71,70,0,2
26,Urgent,AE 5,High,Inbound,Technology,APAC,Decision Maker,Small Business,2022-12-15,Failed,85,1,13,57,60,0,2
26,Standard,AE 3,High,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-08-15,Successful,30,0,11,55,54,1,2
26,Standard,AE 5,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-09-15,Successful,60,1,11,51,49,0,2
26,Standard,AE 6,Medium,Inbound,Finance,APAC,Influencer,Small Business,2023-08-15,Failed,60,1,11,58,55,0,1
26,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-06-15,Failed,51,1,10,52,50,0,2
26,Urgent,AE 6,Medium,Inbound,Technology,EMEA,Influencer,Enterprise,2022-09-01,Failed,75,1,14,74,75,1,2
26,Urgent,AE 11,Medium,Outbound,Healthcare,AMER,Recommender,Enterprise,2023-07-01,Failed,70,1,12,58,65,1,2
26,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-03-01,Successful,75,1,10,72,75,0,2
26,Critical,AE 3,Low,Drift,Healthcare,AMER,Recommender,Mid-Market,2023-06-01,Successful,70,1,14,72,68,1,3
26,Standard,AE 6,Medium,Outbound,Retail,AMER,Decision Maker,Small Business,2022-06-15,Failed,24,0,10,50,52,0,1
26,Standard,AE 5,Medium,Inbound,Finance,APAC,Decision Maker,Enterprise,2023-03-15,Successful,65,1,13,66,77,1,2
26,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-01-15,"Successful, Failed",20,0,9,56,60,1,2
26,Urgent,AE 4,Medium,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-10-15,"Successful, Failed",69,1,10,55,65,0,2
26,Urgent,AE 5,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-03-01,Successful,65,1,13,70,53,0,2
26,Standard,AE 8,Low,Inbound,Finance,APAC,Influencer,Small Business,2023-06-01,Successful,60,1,10,58,50,0,2
26,Critical,AE 5,High,Inbound,Technology,APAC,Decision Maker,Small Business,2023-03-01,Failed,78,1,11,72,71,0,2
26,Standard,AE 4,Medium,Inbound,Technology,Other,Decision Maker,Enterprise,2023-03-15,Successful,85,1,10,55,74,1,1
26,Standard,AE 6,Medium,Outbound,Finance,AMER,Influencer,Small Business,2023-06-15,Successful,16,0,11,69,50,0,2
26,Standard,AE 6,Medium,Inbound,Technology,EMEA,Influencer,Small Business,2023-04-01,Failed,65,1,10,57,57,0,1
26,Urgent,AE 8,Low,Partner Referral,Healthcare,EMEA,Decision Maker,Mid-Market,2022-10-01,Failed,62,1,10,70,75,0,2
26,Standard,AE 11,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-03-15,Successful,60,1,10,58,68,0,1
26,Urgent,AE 3,Low,Partner Referral,Healthcare,AMER,Decision Maker,Mid-Market,2023-06-01,Successful,74,1,12,74,68,0,2
26,Urgent,AE 5,High,Inbound,Finance,EMEA,Decision Maker,Enterprise,2022-11-01,Failed,85,1,13,68,75,0,2
26,Urgent,AE 6,High,Inbound,Healthcare,APAC,Recommender,Enterprise,2023-04-01,"Successful, Failed",26,0,10,54,70,0,3
26,Standard,AE 5,Medium,Inbound,Finance,Other,Influencer,Small Business,2023-05-15,Failed,60,1,10,70,78,1,1
26,Standard,AE 5,Medium,Inbound,Finance,AMER,Decision Maker,Small Business,2023-05-15,Failed,60,1,11,54,55,0,2
26,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-15,Failed,70,1,10,58,73,1,2
26,Critical,AE 3,Low,Inbound,Healthcare,APAC,Decision Maker,Mid-Market,2023-04-01,Successful,70,1,11,62,73,1,2
26,Standard,AE 4,High,Inbound,Technology,EMEA,Influencer,Enterprise,2023-06-01,Failed,74,1,14,69,78,0,1
26,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Small Business,2023-08-15,Failed,29,0,12,73,68,0,1
26,Urgent,AE 6,High,Inbound,Retail,APAC,Decision Maker,Enterprise,2023-02-15,Failed,30,0,15,55,49,0,2
26,Standard,AE 6,Medium,Inbound,Healthcare,APAC,Decision Maker,Mid-Market,2022-09-15,Successful,60,1,11,51,50,1,2
26,Standard,AE 6,High,Inbound,Technology,AMER,Decision Maker,Enterprise,2023-06-15,Failed,70,1,10,58,71,0,2
26,Urgent,AE 2,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-06-15,Successful,75,1,13,64,62,1,2
26,Standard,AE 6,Medium,Inbound,Finance,APAC,Influencer,Enterprise,2022-11-01,"Successful, Failed",65,1,10,58,68,0,2
26,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-12-15,Successful,21,0,8,50,50,1,2
26,Standard,AE 1,Medium,Inbound,Finance,AMER,Decision Maker,Small Business,2023-08-15,Successful,23,0,9,54,72,1,2
26,Standard,AE 6,Medium,Partner Referral,Healthcare,APAC,Decision Maker,Small Business,2023-06-01,Successful,23,0,10,58,60,0,3
26,Urgent,AE 3,Medium,Employee Referral,Retail,AMER,Decision Maker,Mid-Market,2023-08-01,Successful,60,1,12,52,61,1,2
26,Standard,AE 4,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-15,Successful,60,1,11,55,69,1,1
26,Standard,AE 6,Medium,Inbound,Retail,APAC,Decision Maker,Small Business,2023-04-15,Successful,25,0,9,45,48,0,2
26,Standard,AE 4,Medium,Inbound,Finance,APAC,Influencer,Small Business,2022-09-15,Successful,47,0,10,50,75,1,1
26,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-08-15,Failed,33,0,8,51,48,0,2
26,Standard,AE 6,Medium,Inbound,Technology,AMER,Decision Maker,Small Business,2023-06-15,Failed,43,0,8,51,60,0,2
26,Urgent,AE 6,High,Employee Referral,Technology,EMEA,Decision Maker,Enterprise,2023-03-01,Failed,60,1,14,50,75,0,2
26,Urgent,AE 6,High,Employee Referral,Technology,APAC,Decision Maker,Enterprise,2022-05-01,"Successful, Failed",43,0,14,72,73,0,2
26,Urgent,AE 7,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2022-09-01,Failed,80,1,14,62,60,0,2
26,Standard,AE 4,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-05-15,"Successful, Failed",20,0,10,55,55,1,2
26,Standard,AE 6,Medium,Customer Referral,Finance,APAC,Influencer,Small Business,2022-08-15,Successful,60,1,9,45,46,1,1
26,Standard,AE 6,Medium,Inbound,Healthcare,AMER,Decision Maker,Enterprise,2022-09-15,Failed,61,1,10,68,75,0,1
26,Urgent,AE 3,High,Inbound,Technology,APAC,Recommender,Enterprise,2023-01-01,Successful,65,1,14,68,75,1,2
26,Standard,AE 5,High,Inbound,Finance,EMEA,Decision Maker,Small Business,2023-05-01,Successful,60,1,9,60,61,1,1
26,Critical,AE 2,High,Outbound,Finance,APAC,Decision Maker,Mid-Market,2022-06-15,Successful,65,1,10,72,55,1,2
26,Critical,AE 6,Medium,Outbound,Retail,AMER,Decision Maker,Small Business,2022-10-15,Failed,75,1,10,58,48,0,3
26,Standard,AE 6,Medium,Outbound,Retail,APAC,Decision Maker,Small Business,2023-07-15,Successful,68,1,9,48,50,0,2
26,Urgent,AE 5,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-03-01,Successful,81,1,12,74,68,0,1
26,Urgent,AE 11,High,Inbound,Finance,EMEA,Influencer,Enterprise,2022-05-15,"Successful, Failed",65,1,10,46,55,1,2
26,Standard,AE 6,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2023-06-15,Successful,40,0,8,50,48,0,2
26,Urgent,AE 5,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-03-01,Successful,75,1,14,68,68,0,2
26,Critical,AE 3,Medium,Inbound,Technology,APAC,Decision Maker,Small Business,2023-06-15,Successful,70,1,10,55,68,1,2
26,Urgent,AE9,High,Inbound,Healthcare,EMEA,Decision Maker,Mid-Market,2022-03-01,Failed,66,1,14,58,75,1,2
26,Critical,AE 6,High,Outbound,Technology,AMER,Influencer,Small Business,2023-06-01,Failed,65,1,9,58,62,0,2
26,Urgent,AE 11,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-01-01,Failed,35,0,10,68,70,0,2
26,Urgent,AE 4,Medium,Outbound,Healthcare,EMEA,Decision Maker,Small Business,2022-09-01,Failed,60,1,10,67,65,0,2
26,Standard,AE 4,Medium,Outbound,Technology,AMER,Decision Maker,Small Business,2022-09-15,Failed,62,1,10,56,62,0,2
26,Standard,AE 7,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-05-01,Successful,70,1,10,58,70,0,2
26,Standard,AE 6,Medium,Inbound,Finance,APAC,Influencer,Small Business,2023-03-01,Successful,16,0,13,68,68,1,1
26,Urgent,AE 10,Low,Customer Referral,Healthcare,EMEA,Influencer,Small Business,2022-04-15,Successful,34,0,10,58,74,1,2
26,Standard,AE 11,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-05-01,Failed,75,1,14,74,69,0,1
26,Critical,AE9,Low,Inbound,Healthcare,AMER,Recommender,Mid-Market,2022-08-01,Successful,75,1,13,74,73,0,3
26,Standard,AE 6,Medium,Inbound,Retail,EMEA,Recommender,Small Business,2022-08-15,Failed,18,0,10,55,56,0,2
26,Critical,AE 4,Medium,Outbound,Healthcare,EMEA,Decision Maker,Small Business,2022-08-15,"Successful, Failed",41,0,11,55,61,0,2
26,Urgent,AE 11,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-05-01,Failed,72,1,13,72,74,1,1
26,Standard,AE 4,High,Customer Referral,Finance,APAC,Influencer,Small Business,2023-02-01,Successful,50,0,9,70,62,0,2
26,Critical,AE 3,Medium,Inbound,Healthcare,EMEA,Recommender,Mid-Market,2023-03-01,Failed,60,1,10,69,62,0,2
26,Standard,AE 6,Medium,Outbound,Finance,APAC,Decision Maker,Small Business,2023-07-01,Failed,20,0,8,58,49,0,2
26,Standard,AE 2,Medium,Inbound,Healthcare,AMER,Decision Maker,Small Business,2022-10-15,"Successful, Failed",16,0,10,58,51,1,3
26,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-06-01,"Successful, Failed",75,1,14,66,69,0,2
26,Urgent,AE 5,Low,Customer Referral,Technology,APAC,Influencer,Enterprise,2023-01-01,Successful,31,0,11,61,62,1,2
26,Urgent,AE 5,High,Inbound,Technology,AMER,Decision Maker,Small Business,2022-05-15,Failed,19,0,10,69,70,1,2
26,Standard,AE 4,Medium,Inbound,Finance,EMEA,Recommender,Small Business,2022-06-01,Successful,60,1,11,58,65,0,2
26,Urgent,AE 11,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-01-01,Failed,51,1,14,58,75,0,2
26,Standard,AE 5,Medium,Inbound,Retail,EMEA,Influencer,Small Business,2023-03-15,Successful,65,1,11,50,68,0,1
26,Urgent,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-05-01,Successful,46,0,13,74,78,1,2
26,Urgent,AE 2,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-07-01,Failed,36,0,12,45,52,1,1
26,Standard,AE 4,Medium,Partner Referral,Finance,AMER,Decision Maker,Small Business,2023-08-15,Successful,70,1,10,70,52,1,2
26,Standard,AE 8,Medium,Customer Referral,Retail,APAC,Influencer,Small Business,2022-05-15,Successful,39,0,12,59,50,0,2
26,Urgent,AE 6,High,Inbound,Technology,APAC,Recommender,Enterprise,2022-03-15,Successful,63,1,10,53,78,0,2
26,Standard,AE 6,Medium,Customer Referral,Finance,APAC,Decision Maker,Small Business,2023-08-01,Successful,38,0,10,56,55,1,1
26,Standard,AE 6,Medium,Inbound,Technology,APAC,Decision Maker,Small Business,2023-06-15,Failed,60,1,8,58,55,0,2
26,Urgent,AE 5,High,Outbound,Technology,AMER,Influencer,Enterprise,2023-07-01,Failed,65,1,13,72,58,0,3
26,Standard,AE 2,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-09-01,Successful,70,1,11,61,62,1,1
26,Standard,AE 8,Low,Inbound,Finance,APAC,Influencer,Small Business,2022-06-15,Successful,81,1,12,58,61,1,1
26,Urgent,AE 4,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-08-01,Successful,30,0,14,72,72,1,2
26,Urgent,AE 11,High,Outbound,Technology,AMER,Decision Maker,Enterprise,2023-03-01,Failed,68,1,10,55,51,0,2
26,Urgent,AE 4,Medium,Inbound,Finance,APAC,Influencer,Small Business,2022-06-15,Successful,75,1,13,71,73,1,1
26,Standard,AE 7,High,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-09-01,Failed,25,0,11,57,52,1,2
26,Standard,AE 4,Medium,Inbound,Retail,APAC,Decision Maker,Small Business,2023-02-15,Failed,22,0,11,55,49,0,2
26,Urgent,AE 4,High,Inbound,Retail,Other,Decision Maker,Mid-Market,2022-02-01,Successful,23,0,10,64,61,0,2
26,Urgent,AE 5,High,Inbound,Healthcare,AMER,Decision Maker,Enterprise,2022-09-01,"Successful, Failed",75,1,13,69,68,1,2
26,Standard,AE 6,Medium,Inbound,Finance,APAC,Influencer,Small Business,2023-03-15,Failed,46,0,10,58,55,0,2
26,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Mid-Market,2022-09-01,Successful,44,0,9,50,59,0,2
26,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-08-01,Successful,75,1,10,70,75,1,1
26,Urgent,AE 3,High,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2022-12-15,Successful,65,1,14,75,73,1,1
26,Urgent,AE 5,High,Outbound,Technology,AMER,Decision Maker,Small Business,2022-07-15,Successful,60,1,11,73,56,1,1
26,Urgent,AE 7,High,Inbound,Technology,EMEA,Recommender,Mid-Market,2022-10-01,Successful,82,1,11,66,64,0,1
26,Standard,AE 6,Medium,Inbound,Retail,APAC,Influencer,Small Business,2022-08-15,Failed,31,0,10,54,49,0,1
26,Critical,AE 6,Low,Inbound,Healthcare,APAC,Recommender,Mid-Market,2022-12-01,Successful,40,0,10,58,73,1,2
26,Critical,AE 11,Low,Inbound,Retail,EMEA,Recommender,Mid-Market,2022-10-01,Successful,24,0,14,58,75,1,2
26,Urgent,AE 5,High,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-07-01,Successful,68,1,10,70,74,0,2
26,Standard,AE 6,Medium,Inbound,Technology,EMEA,Decision Maker,Mid-Market,2023-03-15,Failed,83,1,11,68,75,0,1
26,Urgent,AE 5,High,Outbound,Technology,EMEA,Decision Maker,Enterprise,2023-03-01,Successful,85,1,11,65,74,0,2
26,Standard,AE 1,Medium,Outbound,Technology,EMEA,Decision Maker,Small Business,2023-02-01,Failed,42,0,8,48,75,0,2
26,Urgent,AE 6,High,Inbound,Healthcare,APAC,Recommender,Enterprise,2023-04-01,Failed,45,0,13,70,76,1,2
26,Standard,AE 2,Medium,Inbound,Healthcare,APAC,Decision Maker,Small Business,2022-10-15,Successful,30,0,10,50,51,0,2
26,Critical,AE 5,Medium,Inbound,Healthcare,AMER,Decision Maker,Small Business,2023-02-01,Failed,71,1,14,50,62,0,2
26,Standard,AE 4,Medium,Inbound,Retail,EMEA,Influencer,Small Business,2023-06-15,Failed,25,0,9,49,49,0,1
26,Standard,AE 4,Medium,Customer Referral,Finance,APAC,Influencer,Small Business,2023-05-15,Successful,36,0,9,56,61,1,1
26,Standard,AE 5,High,Inbound,Healthcare,AMER,Decision Maker,Enterprise,2023-04-01,Successful,90,1,12,72,61,1,1
26,Urgent,AE9,High,Inbound,Technology,APAC,Decision Maker,Enterprise,2023-03-01,Failed,30,0,12,55,71,0,2
26,Urgent,AE 6,High,Employee Referral,Healthcare,EMEA,Decision Maker,Enterprise,2022-07-01,Failed,65,1,14,72,75,0,2
26,Standard,AE 4,Medium,Inbound,Retail,AMER,Decision Maker,Small Business,2022-04-15,Failed,18,0,11,46,68,0,2
26,Standard,AE 4,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-04-15,Failed,11,0,9,55,50,1,2
26,Standard,AE 2,Medium,Customer Referral,Retail,AMER,Decision Maker,Small Business,2023-06-15,"Successful, Failed",74,1,12,51,56,1,2
26,Standard,AE 6,High,Inbound,Healthcare,APAC,Recommender,Small Business,2022-07-01,Failed,60,1,15,65,75,1,2
26,Standard,AE 6,Medium,Inbound,Finance,AMER,Decision Maker,Small Business,2023-03-15,"Successful, Failed",10,0,10,50,68,0,2
26,Standard,AE 4,Medium,Outbound,Retail,AMER,Recommender,Small Business,2022-10-15,Successful,53,1,13,70,73,1,1
26,Urgent,AE 1,Low,Inbound,Finance,AMER,Decision Maker,Small Business,2023-06-15,Failed,52,1,13,69,60,0,2
26,Critical,AE 8,High,Inbound,Healthcare,EMEA,Recommender,Enterprise,2023-04-01,Failed,75,1,15,74,75,0,2
26,Urgent,AE 4,Medium,Partner Referral,Finance,APAC,Decision Maker,Small Business,2022-11-01,Successful,65,1,11,61,56,0,1
26,Urgent,AE 5,High,Outbound,Technology,AMER,Decision Maker,Enterprise,2023-07-01,Failed,80,1,13,67,75,0,2
26,Urgent,AE 6,Medium,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-07-01,Successful,70,1,10,70,73,0,1
26,Standard,AE 6,Low,Inbound,Retail,AMER,Decision Maker,Small Business,2022-10-15,Failed,65,1,13,72,50,1,2
26,Urgent,AE 6,High,Outbound,Technology,AMER,Decision Maker,Enterprise,2023-07-01,Failed,70,1,15,55,68,0,2
26,Urgent,AE 5,High,Outbound,Technology,APAC,Decision Maker,Enterprise,2022-09-01,Successful,75,1,12,58,78,0,1
26,Standard,AE 11,High,Inbound,Retail,EMEA,Decision Maker,Enterprise,2022-02-15,Failed,60,1,9,58,75,0,2
26,Standard,AE 4,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2023-03-01,"Successful, Failed",56,1,14,56,64,0,1
26,Urgent,AE 3,High,Inbound,Technology,EMEA,Decision Maker,Small Business,2023-01-01,Failed,60,1,14,67,73,0,2
26,Urgent,AE 5,Medium,Inbound,Technology,APAC,Decision Maker,Enterprise,2022-09-15,"Successful, Failed",75,1,10,52,76,0,2
26,Standard,AE 6,Medium,Inbound,Finance,AMER,Influencer,Small Business,2023-03-15,Successful,77,1,12,56,51,1,1
26,Urgent,AE 3,High,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2022-12-15,Failed,25,0,14,64,55,0,2
26,Standard,AE 3,Medium,Inbound,Finance,AMER,Influencer,Small Business,2023-07-15,Failed,60,1,9,55,50,1,2
26,Standard,AE 5,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-02-15,Failed,47,0,10,55,74,0,2
26,Standard,AE 6,Medium,Outbound,Retail,AMER,Decision Maker,Small Business,2023-07-15,Successful,70,1,10,58,68,0,2
26,Critical,AE 6,Medium,Inbound,Finance,APAC,Recommender,Small Business,2023-06-15,Successful,31,0,10,58,56,1,2
26,Standard,AE 8,Medium,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-09-15,"Successful, Failed",30,0,9,64,50,1,2
26,Standard,AE 4,Medium,Inbound,Finance,APAC,Influencer,Small Business,2022-09-15,Failed,43,0,9,49,68,0,1
26,Standard,AE 2,Medium,Inbound,Retail,AMER,Influencer,Small Business,2022-10-15,Failed,56,1,12,50,55,0,1
26,Standard,AE 6,High,Inbound,Technology,EMEA,Influencer,Enterprise,2022-10-15,Failed,53,1,9,55,60,0,1
26,Critical,AE 3,Low,Outbound,Healthcare,AMER,Influencer,Mid-Market,2023-07-15,Successful,58,1,14,64,75,1,2
26,Critical,AE 4,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-09-01,Successful,70,1,8,50,68,1,2
26,Standard,AE 4,Medium,Employee Referral,Retail,AMER,Decision Maker,Small Business,2022-07-15,Failed,20,0,12,50,55,0,2
26,Critical,AE 5,Low,Inbound,Finance,APAC,Recommender,Small Business,2023-07-01,Failed,75,1,15,55,74,0,2
26,Critical,AE 1,Low,Inbound,Healthcare,AMER,Decision Maker,Mid-Market,2023-07-15,Failed,69,1,10,70,50,1,2
26,Standard,AE 5,Low,Outbound,Technology,EMEA,Recommender,Mid-Market,2023-04-01,Successful,75,1,15,75,75,0,2
26,Urgent,AE 5,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2023-01-01,Failed,59,1,10,58,61,0,2
26,Urgent,AE 2,High,Inbound,Technology,AMER,Decision Maker,Small Business,2022-10-01,Failed,19,0,12,55,66,0,2
26,Urgent,AE 5,Medium,Inbound,Technology,APAC,Decision Maker,Small Business,2023-07-15,Failed,90,1,11,62,68,0,1
26,Standard,AE 4,Medium,Partner Referral,Finance,APAC,Influencer,Small Business,2023-01-15,Successful,65,1,10,50,60,1,1
26,Standard,AE 4,Medium,Outbound,Retail,AMER,Decision Maker,Enterprise,2022-04-15,Successful,60,1,11,62,72,0,2
26,Standard,AE 6,Medium,Outbound,Finance,EMEA,Influencer,Small Business,2022-06-15,Successful,72,1,10,62,65,1,1
26,Urgent,AE 5,High,Inbound,Healthcare,EMEA,Recommender,Enterprise,2023-03-15,Successful,60,1,15,75,68,0,3
26,Urgent,AE 1,High,Inbound,Healthcare,APAC,Decision Maker,Mid-Market,2022-12-15,Successful,60,1,13,70,75,0,2
26,Standard,AE 11,Medium,Inbound,Finance,AMER,Influencer,Small Business,2023-06-15,Successful,60,1,8,58,68,1,2
26,Standard,AE 4,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2023-04-01,Failed,38,0,13,64,55,0,2
26,Standard,AE 4,Medium,Inbound,Finance,AMER,Influencer,Small Business,2022-06-15,Failed,39,0,10,55,58,1,1
26,Standard,AE 2,Medium,Inbound,Retail,APAC,Influencer,Small Business,2022-08-15,Failed,30,0,11,64,73,0,2
26,Critical,AE 6,Medium,Outbound,Finance,EMEA,Recommender,Small Business,2023-04-01,Failed,70,1,12,58,68,0,2
26,Standard,AE 6,Medium,Inbound,Retail,EMEA,Recommender,Small Business,2022-08-01,Failed,65,1,10,58,74,1,1
26,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-11-15,Successful,31,0,9,55,68,1,1
26,Critical,AE 8,Medium,Inbound,Healthcare,Other,Decision Maker,Small Business,2023-02-01,Failed,56,1,11,69,49,0,2
26,Standard,AE 5,Medium,Inbound,Finance,APAC,Influencer,Small Business,2023-03-15,Successful,60,1,9,53,60,1,2
26,Standard,AE 6,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-03-15,Successful,59,1,9,59,53,1,1
26,Standard,AE 6,Medium,Inbound,Healthcare,EMEA,Decision Maker,Small Business,2022-09-15,Successful,27,0,13,55,55,1,2
26,Critical,AE 8,Low,Partner Referral,Healthcare,EMEA,Recommender,Mid-Market,2022-10-01,Failed,60,1,15,64,68,0,2
26,Urgent,AE 4,High,Inbound,Finance,EMEA,Decision Maker,Mid-Market,2023-05-01,Successful,70,1,13,59,74,1,1
26,Standard,AE 6,Medium,Drift,Retail,AMER,Influencer,Small Business,2022-03-15,Failed,44,0,13,51,48,0,2
26,Standard,AE 4,Medium,Inbound,Finance,EMEA,Decision Maker,Small Business,2022-12-15,Successful,70,1,8,62,68,1,1
26,Standard,AE 6,Medium,Inbound,Finance,APAC,Recommender,Small Business,2022-10-01,Failed,72,1,9,51,61,1,2
26,Standard,AE 6,Medium,Inbound,Finance,EMEA,Recommender,Small Business,2023-01-01,Failed,60,1,10,72,55,1,1
26,Standard,AE 7,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2023-03-15,Failed,40,0,11,47,50,0,1
26,Standard,AE 3,Medium,Inbound,Retail,EMEA,Decision Maker,Small Business,2022-09-15,Failed,32,0,11,55,52,0,1
26,Urgent,AE 5,High,Inbound,Healthcare,APAC,Decision Maker,Enterprise,2023-08-15,Successful,75,1,14,70,67,1,2
26,Standard,AE 7,Low,Inbound,Retail,EMEA,Decision Maker,Mid-Market,2022-09-15,Successful,60,1,10,51,61,0,2
26,Urgent,AE 11,High,Inbound,Finance,Other,Decision Maker,Enterprise,2023-08-01,Successful,70,1,10,75,62,1,2
26,Standard,AE 5,Medium,Outbound,Finance,APAC,Influencer,Small Business,2022-12-15,Successful,70,1,9,51,55,0,1
26,Standard,AE 11,Medium,Inbound,Retail,APAC,Decision Maker,Enterprise,2022-08-15,Failed,59,1,8,50,55,0,2
26,Urgent,AE 5,High,Employee Referral,Technology,APAC,Decision Maker,Enterprise,2023-03-01,Successful,70,1,14,68,73,1,2
26,Urgent,AE 5,Medium,Inbound,Finance,APAC,Influencer,Small Business,2022-03-15,Failed,32,0,10,70,68,0,1
26,Urgent,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Enterprise,2022-02-15,"Successful, Failed",37,0,13,70,61,1,3
26,Standard,AE 3,Medium,Inbound,Finance,AMER,Decision Maker,Enterprise,2022-12-01,Successful,75,1,12,65,64,1,1
26,Critical,AE 5,High,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2022-08-15,Failed,65,1,13,70,67,0,2
26,Standard,AE 6,Medium,Inbound,Retail,EMEA,Decision Maker,Mid-Market,2022-09-15,Successful,35,0,11,50,70,1,1
26,Urgent,AE 6,High,Inbound,Technology,EMEA,Influencer,Enterprise,2022-01-01,Successful,65,1,13,70,68,1,2
26,Urgent,AE 5,High,Inbound,Technology,Other,Decision Maker,Enterprise,2022-07-01,Failed,80,1,9,54,63,0,2
26,Standard,AE 4,Medium,Inbound,Finance,AMER,Decision Maker,Small Business,2022-11-15,Successful,69,1,14,65,64,1,1
26,Standard,AE 5,Medium,Inbound,Finance,APAC,Influencer,Small Business,2022-06-15,Successful,30,0,10,58,52,1,2
26,Critical,AE 8,High,Partner Referral,Technology,AMER,Decision Maker,Mid-Market,2022-07-01,Successful,71,1,11,58,70,0,2
26,Urgent,AE 5,High,Inbound,Technology,EMEA,Recommender,Enterprise,2022-05-01,Successful,70,1,14,70,77,0,2
26,Standard,AE 5,Medium,Inbound,Retail,Other,Decision Maker,Enterprise,2023-05-15,Successful,70,1,10,69,63,0,1
26,Standard,AE 3,Low,Inbound,Healthcare,EMEA,Influencer,Small Business,2022-01-01,Successful,49,0,10,55,59,0,1
26,Standard,AE 6,High,Inbound,Technology,EMEA,Decision Maker,Small Business,2022-05-01,Failed,70,1,12,65,60,0,2
26,Standard,AE 6,High,Outbound,Retail,APAC,Decision Maker,Small Business,2023-02-15,Successful,12,0,11,48,49,1,2
26,Urgent,AE 3,Low,Inbound,Healthcare,EMEA,Recommender,Enterprise,2023-05-01,Failed,90,1,15,58,74,1,2
26,Critical,AE 3,Low,Inbound,Finance,EMEA,Decision Maker,Enterprise,2022-12-15,Successful,60,1,10,58,55,1,2
26,Urgent,AE 3,High,Inbound,Healthcare,EMEA,Decision Maker,Enterprise,2023-08-01,"Successful, Failed",60,1,14,76,71,0,3
26,Standard,AE 4,Medium,Inbound,Finance,EMEA,Influencer,Small Business,2022-09-15,Successful,70,1,10,68,58,1,1
26,Urgent,AE 6,Medium,Inbound,Finance,APAC,Decision Maker,Small Business,2023-08-01,Successful,70,1,11,59,58,0,2
